"repeat_id","fold","analysis","classification","analysis_observations","analysis_events","assessment_observations","assessment_events","converged","iterations","minimum_prediction","maximum_prediction"
4,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0252973989269013,0.862163162144099
4,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0271636077700345,0.965616285996544
5,1,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,5,0.0198199504147983,0.866680196099995
5,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0384189569590779,0.956003457889994
5,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0414517467745696,0.930563745180263
5,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0478446986971424,0.945440538349412
5,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0256111032337661,0.968127908272932
5,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0488121555798374,0.961091445013061
5,7,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.052984926677834,0.915391161385457
5,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0176853173734646,0.952879723733499
5,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0314876651866694,0.977509876631013
5,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0311185451534905,0.951795876715223
6,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0409993240025375,0.962186335487552
6,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0257086066570582,0.946687920373764
6,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0188551915258663,0.961890601381827
6,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.033585367180145,0.869138841560624
6,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0453904449231625,0.946999257127751
6,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0460673838902101,0.946384397745244
6,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0474486260236962,0.940231180509282
6,8,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.03540471362348,0.902886864608446
6,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0255324385986544,0.977476699339117
6,10,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0523789166110158,0.981604747633129
7,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0637132380169009,0.954990672292145
7,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0492179738082365,0.963694251045234
7,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,5,0.0137914326361488,0.985041800788411
7,4,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0339629359711812,0.959473071909924
7,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0267222044839829,0.948374511459137
7,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0303329657983557,0.937298051362053
7,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.043067717185531,0.980325167509147
7,8,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0293032336207104,0.934619052115178
7,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0527821394440048,0.862672494920034
7,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.03716916591746,0.91742753293518
8,1,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0324174874466589,0.980185067904434
8,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,5,0.0437433638337649,0.89662413539061
8,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0550618433746631,0.966298385211153
8,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0356491397142183,0.86629201556975
8,5,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0461437816154561,0.955092731914932
8,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,5,0.017233095134443,0.978575547560452
8,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.051643043924009,0.973262714271661
8,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,5,0.0171960365852198,0.958374575056778
8,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0457784854787108,0.94681763601562
8,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0233819579665152,0.704403819550522
9,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0253495207988592,0.981166172093498
9,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0572359468008555,0.941963347173459
9,3,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,5,0.0217060290563135,0.821840672651982
9,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0315602242661969,0.893534850233384
9,5,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0184279972004433,0.900751688671161
9,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0317422973232197,0.953066285384014
9,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0429824117254354,0.95687748943098
9,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0389779697780752,0.970192564639728
9,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0520794468860954,0.931840170905505
9,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0500276748297769,0.927764427769716
10,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0536731068898618,0.972184450871675
10,2,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,5,0.0461856574400474,0.989828825306217
10,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0242649906833781,0.96532375145725
10,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0321503220329476,0.963997571061275
10,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0360178345754072,0.94731422466594
10,6,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,5,0.0429207648986082,0.965580318009975
10,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0489723781417012,0.773065809804024
10,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0196683660368642,0.953127557785091
10,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0463178518348887,0.915641816456991
10,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0513623724662509,0.950646076554018
11,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0416422993210719,0.986523116783777
11,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0434178594869693,0.839435236043773
11,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0255883636929988,0.963984644344885
11,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0281194097273205,0.795072318974824
11,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0217512535547855,0.977849379436824
11,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0385337091222016,0.902335820446898
11,7,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0230505691901351,0.950297042689564
11,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0433122781866953,0.954160579594919
11,9,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0305148600393815,0.937488398420921
11,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.028220896119413,0.966304571398683
12,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0271967959311617,0.969926692431013
12,2,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.052683029367358,0.945380371420463
12,3,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0893753669740093,0.967891306986248
12,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0196066299391279,0.956368045964107
12,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0277097869057831,0.935376304685945
12,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0593568898015685,0.9662946437154
12,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.043484102741169,0.905814807968653
12,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0279883366746828,0.896064898580786
12,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,5,0.0285942374983678,0.984762209664095
12,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0471500651504585,0.946345166831101
13,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0288486212764369,0.958764429431681
13,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0335365783938705,0.967495878875807
13,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0771137531023227,0.978931856551597
13,4,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.027236327197608,0.899067811898119
13,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.046846200194075,0.952919402151064
13,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0351704894405427,0.955249892780734
13,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0368717046643507,0.946968156169722
13,8,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0164874871017394,0.887408993145759
13,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0512900383318082,0.952755538358197
13,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,5,0.0292067260943708,0.878260652018452
14,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.043433931219856,0.971017881945901
14,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,5,0.0413237180247929,0.921018256979359
14,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0315163088297089,0.982384446848631
14,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,5,0.0199912244037109,0.949994245835887
14,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0190456314010047,0.965343212670535
14,6,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0542385724745027,0.958141802973879
14,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.025606938055053,0.941327571064943
14,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0299325210469602,0.97464460118316
14,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0517885137207842,0.882341726032491
14,10,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0612055214865238,0.896526206529844
15,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0340019472640008,0.782254240698035
15,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,5,0.114716803690019,0.960826605998848
15,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0285576760017946,0.972249179674535
15,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0255409279938014,0.98089593671284
15,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.022432347237123,0.94611283181345
15,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0879904394576176,0.950327382583565
15,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0330116639278433,0.936991363405855
15,8,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0293683772816403,0.899750679645246
15,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.056273062724481,0.972627006022469
15,10,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0506792047660302,0.905226368828312
16,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0193796996595464,0.967489709293897
16,2,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0333847189195551,0.950130180985047
16,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,5,0.0354763708806457,0.802280819080269
16,4,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0547687147423654,0.96036112601467
16,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0196798005883788,0.951852177966946
16,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0636274105858242,0.98154066296616
16,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0458411590901001,0.937802656344011
16,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0308957994922212,0.960396026638825
16,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0310748369746341,0.888802803207906
16,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0525900695698121,0.976911851820089
17,1,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0292793546965862,0.967203831535778
17,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0243500592029775,0.985617269097607
17,3,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0166986570198189,0.940666456971793
17,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0277608599842867,0.954086336670577
17,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.045720651026191,0.912013748550452
17,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0535028183278181,0.933506550520276
17,7,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.035995003300266,0.981472069178892
17,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0330301231010079,0.927477741581778
17,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0293439303679801,0.918653928030461
17,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0512385380796274,0.970286357778547
18,1,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0720966100433566,0.975824273085923
18,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0314264274630692,0.898202437645742
18,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0193742433739846,0.963087555842131
18,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0339088585114474,0.968053950795474
18,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,5,0.0410311309967793,0.919595805239253
18,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0630122019797143,0.915160827550017
18,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0233770819280878,0.862016062612891
18,8,"zero_gleason_exclusion","Data-quality sensitivity",342,138,36,15,TRUE,4,0.0673950391906203,0.980058315222583
18,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0420837935251953,0.950752558293701
18,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0225618602168665,0.949467445285971
19,1,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0144108435390566,0.964598096322124
19,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0317203644695168,0.96553639640191
19,3,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0591628961299944,0.836124059231436
19,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,5,0.0399343082130915,0.961009588020468
19,5,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.054536403745972,0.878154052777898
19,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.030973405663843,0.933175686414454
19,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0386647202001544,0.980402529931251
19,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,5,0.0391289271981164,0.894935142189662
19,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0472371125706802,0.91572912459018
19,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.049777033728463,0.980884767998004
20,1,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,5,0.0296552838296396,0.949924993259783
20,2,"zero_gleason_exclusion","Data-quality sensitivity",339,137,39,16,TRUE,4,0.0317737113518742,0.983788274592255
20,3,"zero_gleason_exclusion","Data-quality sensitivity",340,137,38,16,TRUE,4,0.0184701893110165,0.985290137604659
20,4,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.048938994706296,0.893952323289137
20,5,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.029088094524659,0.957513393817528
20,6,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0489495157854544,0.945329412211136
20,7,"zero_gleason_exclusion","Data-quality sensitivity",340,138,38,15,TRUE,4,0.0227333382826356,0.887996269399286
20,8,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0794085432299681,0.872741589826025
20,9,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.0278379011682751,0.964290405930818
20,10,"zero_gleason_exclusion","Data-quality sensitivity",341,138,37,15,TRUE,4,0.026739330632078,0.956169492089862
1,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.024581790431407,0.969023819401632
1,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000195964453695186,0.957382431672179
1,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000586224635234727,0.960498256324567
1,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0394420401150759,0.930937010978299
1,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0259845975294806,0.958425481866553
1,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0389348171541595,0.977614718167576
1,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0504118156877209,0.938615151386536
1,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0302305601684937,0.967052426417072
1,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0322396129852799,0.934156212515603
1,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0445359165568907,0.961402932835966
2,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0499769799112727,0.878924867152607
2,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0229624271034211,0.900449636868351
2,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0639163954193617,0.967740108465275
2,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.00017369424519768,0.867846258648973
2,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000621286440247352,0.939946803757329
2,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0280436016115868,0.974132513363618
2,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0518423189201377,0.951378172675949
2,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0166257841498028,0.977393764048745
2,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.039453851812262,0.953397342422901
2,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0157928087394114,0.965245052289495
3,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.029160446434731,0.940077096179018
3,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0283995947912829,0.908941390780715
3,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0140676427231029,0.97165283454495
3,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0635617104143633,0.939978374592566
3,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000798660297125493,0.953223817749183
3,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000125161046514187,0.967835787946337
3,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0244148026426004,0.97357521401184
3,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0514704187561108,0.962089651927967
3,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0490077898134112,0.859230124716835
3,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0291934567856983,0.95266343361065
4,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0848018674316473,0.951068013746338
4,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0397665900330149,0.92112176901401
4,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0224153696778906,0.980249521097819
4,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000869132629268683,0.963753151560431
4,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0395826546944523,0.969545236852855
4,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0364085031245105,0.951291895883072
4,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000315333640564988,0.878302477817108
4,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0368311094227055,0.973148446888072
4,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0193756947717396,0.889734052662697
4,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0207314531722073,0.954163841376301
5,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000543817669302657,0.915645829070682
5,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0299111210774147,0.966724432928172
5,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.030120075982619,0.945876439099555
5,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0376866273059474,0.927839982490965
5,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0192168151671883,0.958921205820913
5,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0416954902480126,0.956490356942648
5,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,4,0.000264633045146507,0.928618933684437
5,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0233698305320365,0.963667609930325
5,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0454143284721309,0.972067772484253
5,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0406365486245339,0.939150483412455
6,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0338123960883505,0.954766314526059
6,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0193101194812674,0.934335452925152
6,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0247800376461073,0.953112878402197
6,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0387997624347646,0.844672503517659
6,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0359251231253936,0.928334772983985
6,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0358200185913625,0.961554264149196
6,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0374042538644283,0.958022547229915
6,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,4,0.000326357128877024,0.923879555876443
6,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0197062783784816,0.969530773308495
6,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000442236260569616,0.977452748406189
7,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0572315749294823,0.942952851314076
7,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0377482783018343,0.952343171392555
7,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0171025770147179,0.982396036855316
7,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000837514737177334,0.946546526981865
7,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0186796769348544,0.939553106058662
7,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0396499883505076,0.952894801298575
7,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0288520133501742,0.974217974242558
7,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000229958404831486,0.94875197349179
7,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0413630691429564,0.881342615908614
7,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0187772317537341,0.940446124288252
8,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000615740064359264,0.972649539536876
8,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.063951118450648,0.886981511988192
8,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0436498451068501,0.956806719835617
8,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0390139785228498,0.907997132773187
8,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000136200039904932,0.935157092715047
8,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0219977481771779,0.974246083447614
8,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0385578392743426,0.967323558874673
8,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0133801490371696,0.951785042146601
8,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0398919046551834,0.949887520929676
8,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0309308586430284,0.681970749705051
9,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0182785041886366,0.978980848660903
9,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0498034271204702,0.956101299400694
9,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000115894394665619,0.858925110648878
